PC1,PC2,PC3,Species
-5.16185709882236,0.061544151028444904,-0.19981750288086858,0.0
-1.5746880944803041,-1.1336824615647012,0.3344793759180959,0.0
-4.052069385088393,-0.14070530487285204,0.1897865843921289,0.0
-0.76306828695022,-0.43438011115182495,-0.190229513099985,0.0
-3.889663460945942,0.1232122242725781,-0.16470245621710125,0.0
-0.8901970301920041,-1.0853790308196847,0.19130120138403986,0.0
-1.7079426447750239,-0.8802943146956246,-0.0899375363440693,0.0
-0.4145155464014811,-0.6772409104499187,-0.2719824980670941,0.0
-4.581846066041376,-0.3114697730783382,0.29019966199369346,0.0
-0.8033053743817066,-0.7810659184331026,0.329164997894851,0.0
-2.589673700711938,-0.7239546012315453,0.2795059898855679,0.0
-0.574316998807589,0.23245808599766732,-0.5939987112452743,0.0
-4.386820155136771,0.37488280990726425,-0.1546758450982678,0.0
-4.531716902594384,0.48721353586193766,-0.42624409386673123,0.0
-1.8405177962216834,0.013488843372493918,0.33112635364733634,0.0
0.41360298153369157,-0.25564881218491015,1.1434632991304061,0.0
-1.8418787573709758,-0.9604228524603132,0.1460887728727506,0.0
-3.597586673538036,0.6042367915190875,-0.12305893644144884,0.0
-1.0092391253004322,-0.07528470609500992,-0.5205636196508554,0.0
-3.9373683163108466,-0.23815073579182075,-0.39673656968833787,0.0
-1.5233314145507104,-0.9765542895357437,0.3783534441174976,0.0
-3.94415654155747,0.605010463430861,-0.3425938777624737,0.0
-4.394710258810523,0.0001286867671892188,0.14051841324976103,0.0
-0.5842958452670652,-0.9282005631209457,0.0433423837836002,0.0
-2.1860271295054616,0.47047097673655935,-0.12159987386671824,0.0
-1.6723949761587875,-0.5501070005269013,0.16474006614286607,0.0
-3.9376234952874767,0.11978658153645044,0.05970605532623911,0.0
-0.375197354462411,0.16999745954450732,-0.33281823742762806,0.0
-1.894478640150315,0.14219431486800937,-0.11536078381923787,0.0
-1.8397692957410023,-0.5365836254977664,-0.035249071383067404,0.0
-4.546069748225713,0.1592090767849361,-0.006387404362759216,0.0
-2.5106551407284803,-1.62088479212511,0.10228336337014256,0.0
-4.731049148249524,0.8542861864673365,-0.15808610116159988,0.0
-1.8638162996833099,-0.7007230699425352,0.5031917844003524,0.0
-4.632055344589118,0.2817691898783978,-0.31094341997089237,0.0
-1.1912598012810527,-1.0778946233894506,-0.14805669276784816,0.0
-3.92526234381474,-0.30220276728436046,0.21407297897667565,0.0
-1.2131982916722417,-1.4282365194526603,0.26032767146347174,0.0
-4.668979429064431,0.10067606866214442,-0.3994506211272684,0.0
-0.38984422262930635,-0.8071857976078719,-0.3115708194492596,0.0
-4.650069389444969,-0.15827890528469055,-0.17454404046559555,0.0
-0.8492934349830412,-0.5541836152413385,0.2836293910019014,0.0
-4.993573193257715,1.088726697962883,-0.32897745823223035,0.0
-0.9965942673685213,-0.08923910548445993,-0.273375150544365,0.0
-4.002310809468636,0.5588964037204642,-0.016114618271605485,0.0
-3.7646030652597307,0.2831397701351364,-0.4156554964014117,0.0
-0.7909450780528142,0.03604048194312377,0.1290565791259676,0.0
-4.687404683126354,0.2863496284345013,0.1757995134197913,0.0
-2.444569672614573,-0.8607626114253593,0.2402970921972188,0.0
-5.039973476784434,0.0648240670699273,-0.6983992261594046,0.0
-0.314169434307432,-0.17416782994444502,0.005304183954763651,0.0
1.2684285887637532,-0.05360128737709754,0.27961315422990246,0.0
-2.113398927064328,-0.7438575569253317,-0.21134606849113474,0.0
0.3354291261632285,-0.639509347018063,0.2389722494767285,0.0
0.4793024165111607,0.9631888925090485,0.33707095428749007,0.0
0.49044169374733576,-0.941586182519738,0.36017322611233166,0.0
0.20667147471075162,0.10884605869746738,-0.11824350162858314,0.0
0.39929795742651153,-0.9715720215342926,0.4200795746120803,0.0
0.948865594027243,0.6349315453926841,-0.0855521641837697,0.0
1.2928402399210512,-0.871499620758946,0.2893494868846308,0.0
2.3138475164675754,-0.24377520655415857,0.01662595700357738,0.0
18.665989382282227,11.071986986806975,5.850451336670968,0.0
-0.12752247649550602,-1.1098228550408584,0.006210996967358937,0.0
1.4705976712919548,-0.6634714704424566,0.007578418235552776,0.0
1.1555770006222756,-0.671412510157627,-0.4843680957855588,0.0
-1.4925675959576203,-0.5985075572346701,-0.29865699524717554,0.0
1.1931307126581252,-0.7062021575281906,-0.13108563337710372,0.0
-0.8607399550579231,-0.38453137180847236,0.693578871526778,0.0
1.031730878151712,-0.21322014695594443,0.3557801577049877,0.0
-1.5318778391507204,0.23615436822776317,-0.020775688701579125,0.0
2.246644997937888,-0.20601291281725115,0.2905246752851653,0.0
-0.9200187690853893,0.10256815936743051,0.08696143954722396,0.0
0.4703258758612474,-0.5599972706452794,0.2237123738779939,0.0
-2.10882277906107,-0.7953214100128969,0.5296593896678735,0.0
1.330038551602234,-0.17968070997611893,-0.21543441928010199,0.0
-1.496362391320223,0.07754683428370925,-0.08507960968108098,0.0
0.91181471093606,-0.7759776243716665,0.5582841305618723,0.0
-0.8691967018181677,0.5912079128936081,0.22367242027608494,0.0
0.875121774165941,-0.4759948789291091,0.0005973863412256161,0.0
-0.19739950102288112,0.058271932178440546,-0.10312687091920796,0.0
0.1624716418896367,-0.5980764940763381,0.3215302496351228,0.0
-0.7777502032376786,-0.7342850373370019,0.11884801330756889,0.0
0.9153822763322484,0.12838662907041937,-0.2525272301940307,0.0
-1.084203101004527,0.5594674173117897,0.3483016013725833,0.0
1.0506599253119746,-0.6286174425353663,0.12450933751314806,0.0
-1.791872396094951,-0.8134206056379981,0.6570138348356314,0.0
0.9676274403759355,-0.7310253879917026,0.18777124873610096,0.0
0.3039879603355366,-0.530885429224873,0.1640582420575543,0.0
0.19863167609718388,0.11470173926102072,-0.6250739149378427,0.0
0.5393526300561071,-1.822430662372495,0.1869637645903659,0.0
-0.06733628515155861,0.34885500433026523,-0.0775403138487219,0.0
0.8758112233493631,-0.6871884641911671,0.16773080514216474,0.0
-1.9449910910302566,0.20371597623619164,0.34728407497410724,0.0
0.10015260115167371,-1.011569893540124,0.3316639223015869,0.0
-1.9318774831804242,-0.433126327605274,-0.40143466092555813,0.0
1.6427274998193373,-0.6793473063304338,0.16041170829090484,0.0
-1.6988127196621219,0.09624894553109636,0.36016371451053053,0.0
2.1687565798944277,-0.6667316215160748,0.41947967455884205,0.0
-2.0281382016187917,-0.11057406715523402,0.29838658290904774,0.0
2.3756580323941225,-9.376585698872793e-05,-0.21241242527850845,0.0
-3.207712681971951,0.6487949307736404,0.24766582273331422,0.0
1.0544443959744576,-0.23259783615565247,0.2612349447820929,0.0
1.0250121231162097,0.6067739277683527,0.1788316826436308,0.0
0.38401448549107153,-1.2091377273239385,-0.24200076181472646,0.0
2.5188031241525968,0.3000478293329933,-0.4201236174007363,0.0
2.2249377054381254,-0.7109510766353241,0.08858586893153325,0.0
3.1500663025854325,-1.4244212460892849,0.21804529286594398,0.0
3.565799087287492,-0.06019701876617145,-0.09551508082142095,0.0
3.1787913916264654,-0.9883510961410896,-0.03677392751063396,0.0
1.5024517581835095,-0.10179377259053202,-0.10599110991329244,0.0
2.5775704247196587,-0.965178630689488,0.30532634168795086,0.0
0.6997766106976665,-0.48820442309308776,0.04786665249654896,0.0
2.821611530729963,-0.6192258405468808,0.2886219022657299,0.0
0.4008664284489412,0.48048068898326296,0.17072069826355524,0.0
2.9546722344401677,-0.44855493095447035,-0.19050373794352587,0.0
2.358929602909239,-0.04632450896465046,-0.13056389981620709,0.0
2.4006660160126945,-0.6403123731349813,0.39431751192369957,0.0
1.5040955781461538,-0.6971342188090657,0.2099905042807377,0.0
3.5577910006356483,-1.0948577217426176,-0.22024650045468475,0.0
3.0998504581958803,0.3491889514763652,-0.11462725912474843,0.0
2.5400001394246976,-0.8250476702952345,-0.08919748243814189,0.0
3.0664871060464267,-0.9960697683568269,0.32649045741114235,0.0
1.0021790988435852,0.09253127455660687,-0.4379576408131919,0.0
4.561417882488119,0.1523181135279121,-0.4632918986006142,0.0
1.308934283927329,-0.03238068546224968,-0.12412655871714737,0.0
4.088405302448535,-0.538069776763872,-0.023576910068511803,0.0
1.4349239431501968,-0.2576167777131401,0.029257287090935197,0.0
3.4552545125799794,-0.14983385997889653,-0.42193805831677594,0.0
2.2379597543406566,0.26023319576020226,-0.31331564610502594,0.0
3.1067943175985637,-0.4846751159292171,0.264715739292958,0.0
