Species,Population,Latitude,Longitude,Year_start,Year_end,Temperature,Vial,Replicate,Sex,Thorax_length,l2,l3p,l3d,lpd,l3,w1,w2,w3,wing_loading
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,2,1,female,1.207,1.886,0.629,1.566,2.194,2.194,0.940,1.318,1.093,1.819
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,2,1,male,1.093,1.716,0.556,1.456,2.011,2.010,0.888,1.210,1.032,1.840
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,2,2,female,1.186,1.816,0.613,1.537,2.149,2.148,0.962,1.336,1.079,1.811
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,2,2,male,1.089,1.691,0.583,1.422,2.005,2.005,0.899,1.214,1.032,1.841
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,2,3,female,1.156,1.812,0.622,1.509,2.131,2.130,0.928,1.308,1.050,1.842
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,2,3,male,1.089,1.740,0.577,1.471,2.047,2.047,0.916,1.267,1.043,1.881
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,3,1,female,1.174,1.825,0.628,1.530,2.157,2.157,0.958,1.308,1.112,1.836
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,3,1,male,1.107,1.680,0.553,1.426,1.980,1.979,0.877,1.200,1.001,1.788
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,3,2,female,1.198,1.867,0.619,1.552,2.171,2.170,0.988,1.365,1.122,1.812
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,3,2,male,1.067,1.628,0.571,1.364,1.936,1.935,0.854,1.173,0.979,1.814
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,3,3,female,1.140,1.892,0.657,1.598,2.254,2.253,0.990,1.365,1.127,1.976
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,3,3,male,1.093,1.656,0.557,1.374,1.931,1.930,0.868,1.195,0.990,1.766
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,4,1,female,1.201,1.773,0.630,1.487,2.116,2.116,0.942,1.315,1.031,1.761
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,4,1,male,1.066,1.715,0.551,1.452,2.003,2.002,0.899,1.228,1.041,1.877
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,4,2,female,1.188,1.822,0.619,1.525,2.144,2.143,0.956,1.315,1.094,1.804
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,4,2,male,1.076,1.680,0.554,1.416,1.969,1.969,0.898,1.227,1.014,1.830
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,4,3,female,1.180,1.871,0.603,1.561,2.164,2.163,0.934,1.318,1.072,1.833
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,4,3,male,1.071,1.662,0.551,1.402,1.954,1.954,0.893,1.240,0.990,1.824
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,5,1,female,1.201,1.847,0.632,1.518,2.149,2.148,0.952,1.313,1.088,1.788
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,5,1,male,1.104,1.765,0.597,1.464,2.061,2.060,0.915,1.281,1.032,1.866
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,5,2,female,1.198,1.832,0.623,1.524,2.147,2.146,0.951,1.315,1.087,1.792
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,5,2,male,1.087,1.732,0.571,1.448,2.019,2.016,0.891,1.226,1.026,1.854
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,5,3,female,1.190,1.887,0.625,1.568,2.193,2.193,0.954,1.348,1.075,1.842
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,5,3,male,1.093,1.670,0.551,1.441,1.992,1.991,0.895,1.212,1.016,1.822
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,6,1,female,1.193,1.777,0.599,1.514,2.113,2.113,0.901,1.276,1.020,1.770
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,6,1,male,1.123,1.691,0.582,1.414,1.996,1.995,0.876,1.222,0.993,1.777
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,6,2,female,1.193,1.875,0.645,1.525,2.170,2.170,0.958,1.363,1.075,1.819
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,6,2,male,1.090,1.664,0.566,1.394,1.961,1.960,0.918,1.231,1.020,1.799
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,6,3,female,1.182,1.851,0.628,1.539,2.168,2.167,0.958,1.341,1.078,1.833
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,6,3,male,1.070,1.651,0.544,1.390,1.933,1.933,0.886,1.206,1.005,1.807
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,7,1,female,1.158,1.820,0.610,1.517,2.127,2.127,0.917,1.308,1.039,1.836
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,7,1,male,1.141,1.676,0.552,1.459,2.010,2.009,0.912,1.246,1.021,1.761
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,7,2,female,1.220,1.852,0.615,1.567,2.183,2.181,0.950,1.330,1.068,1.788
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,7,2,male,1.121,1.659,0.572,1.398,1.970,1.969,0.877,1.196,1.006,1.757
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,7,3,female,1.209,1.889,0.668,1.538,2.205,2.205,1.005,1.390,1.123,1.823
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,7,3,male,1.084,1.691,0.571,1.438,2.010,2.008,0.900,1.237,1.011,1.854
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,8,1,female,1.176,1.792,0.632,1.513,2.146,2.145,0.947,1.313,1.051,1.824
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,8,1,male,1.086,1.711,0.571,1.439,2.011,2.010,0.863,1.191,1.022,1.850
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,8,2,female,1.163,1.834,0.601,1.557,2.158,2.157,0.930,1.310,1.075,1.856
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,8,2,male,1.065,1.657,0.597,1.370,1.967,1.966,0.880,1.202,0.994,1.847
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,8,3,female,1.138,1.742,0.597,1.451,2.048,2.048,0.905,1.248,1.033,1.800
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,8,3,male,1.089,1.698,0.563,1.448,2.011,2.009,0.908,1.247,1.026,1.844
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,9,1,female,1.189,1.876,0.655,1.510,2.165,2.164,0.924,1.311,1.069,1.820
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,9,1,male,1.084,1.591,0.578,1.342,1.919,1.917,0.859,1.156,0.966,1.769
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,9,2,female,1.157,1.824,0.593,1.543,2.137,2.137,0.912,1.295,1.040,1.847
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,9,2,male,1.090,1.689,0.568,1.435,2.002,2.001,0.910,1.229,1.045,1.836
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,9,3,female,1.176,1.816,0.625,1.535,2.159,2.159,0.956,1.308,1.093,1.836
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,9,3,male,1.099,1.658,0.584,1.358,1.942,1.942,0.871,1.208,0.980,1.767
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,10,1,female,1.185,1.791,0.598,1.511,2.109,2.107,0.946,1.286,1.094,1.778
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,10,1,male,1.070,1.689,0.558,1.436,1.994,1.992,0.898,1.216,1.034,1.861
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,10,2,female,1.188,1.852,0.611,1.573,2.185,2.183,0.936,1.311,1.078,1.837
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,10,2,male,1.086,1.747,0.612,1.441,2.053,2.052,0.893,1.269,0.999,1.890
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,10,3,female,1.159,1.841,0.625,1.534,2.159,2.158,0.958,1.324,1.095,1.863
D._buzzatii,Binjour,-25.52,151.45,1994,1994,25,10,3,male,1.083,1.706,0.591,1.447,2.038,2.038,0.912,1.253,1.027,1.882
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,1,1,female,1.082,1.632,0.538,1.437,1.988,1.988,0.830,1.176,0.929,1.838
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,1,1,male,1.071,1.572,0.527,1.326,1.852,1.852,0.809,1.104,0.953,1.729
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,1,2,female,1.105,1.618,0.549,1.386,1.936,1.934,0.853,1.175,0.968,1.751
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,1,2,male,1.063,1.592,0.527,1.351,1.878,1.877,0.841,1.146,0.961,1.766
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,1,3,female,1.106,1.692,0.577,1.426,2.003,2.003,0.894,1.234,1.019,1.811
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,1,3,male,1.017,1.554,0.519,1.317,1.836,1.836,0.807,1.112,0.922,1.804
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,2,1,female,1.117,1.607,0.572,1.375,1.947,1.945,0.874,1.209,0.943,1.742
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,2,1,male,1.055,1.522,0.524,1.301,1.825,1.824,0.829,1.130,0.922,1.728
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,2,2,female,1.130,1.603,0.599,1.320,1.918,1.917,0.849,1.176,0.954,1.696
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,2,2,male,1.027,1.501,0.523,1.258,1.781,1.780,0.812,1.098,0.930,1.733
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,2,3,female,1.098,1.651,0.580,1.370,1.951,1.950,0.849,1.180,0.973,1.776
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,2,3,male,1.075,1.604,0.514,1.384,1.898,1.897,0.821,1.149,0.943,1.764
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,3,1,female,1.151,1.669,0.544,1.455,1.998,1.997,0.901,1.242,1.014,1.735
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,3,1,male,1.053,1.565,0.502,1.374,1.877,1.876,0.838,1.152,0.944,1.781
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,3,2,female,1.169,1.733,0.568,1.513,2.080,2.079,0.921,1.275,1.019,1.778
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,3,2,male,1.067,1.572,0.513,1.336,1.850,1.850,0.832,1.157,0.933,1.734
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,3,3,female,1.160,1.716,0.570,1.454,2.023,2.022,0.921,1.265,1.034,1.743
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,3,3,male,1.009,1.547,0.536,1.317,1.853,1.853,0.855,1.152,0.962,1.836
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,4,1,female,1.145,1.644,0.571,1.401,1.972,1.971,0.867,1.185,0.987,1.721
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,4,1,male,1.057,1.566,0.534,1.327,1.861,1.859,0.844,1.142,0.958,1.759
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,4,2,female,1.126,1.640,0.549,1.418,1.966,1.966,0.884,1.221,0.978,1.746
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,4,2,male,1.080,1.564,0.566,1.281,1.847,1.846,0.827,1.129,0.950,1.709
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,4,3,female,1.076,1.579,0.526,1.374,1.900,1.900,0.862,1.175,0.971,1.765
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,4,3,male,1.057,1.554,0.532,1.331,1.862,1.862,0.847,1.145,0.962,1.762
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,5,1,female,1.142,1.699,0.599,1.402,2.001,2.000,0.888,1.240,0.994,1.752
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,5,1,male,1.039,1.542,0.542,1.300,1.842,1.841,0.812,1.134,0.911,1.772
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,5,2,female,1.174,1.762,0.581,1.525,2.106,2.104,0.954,1.309,1.054,1.792
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,5,2,male,1.019,1.513,0.506,1.294,1.801,1.800,0.824,1.107,0.945,1.767
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,5,3,female,1.117,1.704,0.567,1.426,1.993,1.993,0.874,1.204,1.003,1.785
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,5,3,male,1.043,1.511,0.510,1.268,1.777,1.775,0.805,1.105,0.922,1.703
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,6,1,female,1.125,1.741,0.579,1.497,2.076,2.075,0.954,1.299,1.080,1.845
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,6,1,male,1.055,1.496,0.504,1.275,1.779,1.777,0.805,1.103,0.908,1.685
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,6,2,female,1.099,1.645,0.556,1.426,1.982,1.981,0.869,1.199,0.982,1.803
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,6,2,male,1.029,1.517,0.500,1.327,1.826,1.826,0.829,1.116,0.940,1.774
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,6,3,female,1.167,1.697,0.544,1.448,1.992,1.992,0.881,1.237,0.984,1.707
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,6,3,male,1.038,1.493,0.500,1.297,1.798,1.797,0.805,1.099,0.909,1.732
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,7,1,female,1.156,1.725,0.554,1.461,2.015,2.014,0.884,1.253,0.996,1.742
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,7,1,male,1.105,1.511,0.513,1.292,1.805,1.804,0.819,1.106,0.924,1.632
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,7,2,female,1.149,1.697,0.543,1.470,2.013,2.011,0.898,1.217,1.037,1.750
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,7,2,male,0.992,1.483,0.504,1.314,1.819,1.817,0.833,1.099,0.942,1.832
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,7,3,female,1.143,1.666,0.575,1.414,1.991,1.989,0.896,1.227,1.002,1.740
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,7,3,male,0.998,1.518,0.515,1.289,1.804,1.804,0.806,1.095,0.929,1.807
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,8,1,female,1.140,1.682,0.566,1.434,1.999,1.999,0.875,1.198,0.990,1.753
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,8,1,male,1.091,1.582,0.526,1.336,1.862,1.862,0.849,1.152,0.955,1.706
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,8,2,female,1.142,1.651,0.554,1.426,1.979,1.979,0.876,1.218,0.974,1.732
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,8,2,male,1.039,1.497,0.546,1.243,1.789,1.787,0.764,1.072,0.846,1.720
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,8,3,female,1.112,1.676,0.601,1.375,1.976,1.976,0.907,1.246,1.010,1.777
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,8,3,male,1.054,1.612,0.502,1.408,1.910,1.909,0.863,1.175,0.996,1.810
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,9,1,female,1.119,1.678,0.600,1.404,2.003,2.003,0.881,1.204,0.998,1.790
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,9,1,male,1.062,1.550,0.560,1.315,1.875,1.874,0.874,1.165,0.966,1.766
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,9,2,female,1.135,1.671,0.550,1.459,2.009,2.008,0.878,1.216,0.993,1.769
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,9,2,male,1.051,1.565,0.528,1.327,1.854,1.853,0.837,1.141,0.959,1.763
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,9,3,female,1.061,1.597,0.526,1.390,1.916,1.916,0.831,1.140,0.956,1.805
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,9,3,male,1.031,1.484,0.500,1.288,1.789,1.788,0.788,1.090,0.886,1.734
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,10,1,female,1.155,1.706,0.587,1.408,1.995,1.995,0.879,1.213,1.013,1.727
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,10,1,male,1.052,1.571,0.543,1.334,1.877,1.876,0.843,1.140,0.971,1.782
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,10,2,female,1.152,1.690,0.563,1.445,2.007,2.006,0.890,1.229,0.999,1.741
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,10,2,male,1.039,1.557,0.532,1.336,1.868,1.867,0.825,1.142,0.940,1.797
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,10,3,female,1.095,1.707,0.596,1.450,2.046,2.045,0.908,1.248,1.018,1.867
D._buzzatii,Binjour,-25.52,151.45,1994,1994,30,10,3,male,1.084,1.551,0.521,1.341,1.862,1.861,0.829,1.144,0.931,1.716
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,1,1,female,1.230,1.995,0.656,1.646,2.302,2.301,1.009,1.410,1.164,1.871
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,1,1,male,1.104,1.822,0.652,1.471,2.122,2.122,0.926,1.288,1.078,1.922
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,1,2,female,1.239,1.983,0.685,1.628,2.312,2.312,1.034,1.433,1.184,1.866
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,1,2,male,1.154,1.807,0.589,1.531,2.120,2.119,0.938,1.295,1.077,1.835
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,1,3,female,1.242,2.080,0.683,1.727,2.409,2.409,1.065,1.514,1.204,1.939
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,1,3,male,1.112,1.771,0.593,1.465,2.057,2.056,0.909,1.277,1.037,1.849
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,2,1,female,1.254,1.988,0.666,1.612,2.278,2.277,1.020,1.426,1.172,1.816
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,2,1,male,1.200,1.851,0.585,1.588,2.173,2.172,0.929,1.313,1.079,1.811
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,2,2,female,1.275,2.002,0.718,1.608,2.326,2.326,1.043,1.455,1.175,1.824
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,2,2,male,1.138,1.841,0.630,1.543,2.172,2.172,0.948,1.320,1.097,1.907
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,2,3,female,1.227,1.978,0.690,1.589,2.279,2.279,1.003,1.400,1.164,1.857
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,2,3,male,1.142,1.817,0.611,1.471,2.083,2.083,0.927,1.299,1.074,1.823
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,3,1,female,1.246,2.006,0.675,1.689,2.364,2.364,1.037,1.455,1.178,1.898
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,3,1,male,1.147,1.820,0.633,1.535,2.168,2.167,0.995,1.340,1.136,1.889
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,3,2,female,1.235,2.003,0.676,1.663,2.338,2.338,1.055,1.443,1.208,1.893
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,3,2,male,1.152,1.855,0.615,1.561,2.175,2.175,0.980,1.360,1.101,1.887
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,3,3,female,1.224,1.966,0.662,1.603,2.264,2.264,0.995,1.386,1.160,1.850
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,3,3,male,1.140,1.797,0.581,1.543,2.125,2.125,0.922,1.302,1.050,1.864
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,4,1,female,1.256,1.988,0.675,1.646,2.321,2.320,1.015,1.420,1.166,1.848
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,4,1,male,1.170,1.838,0.621,1.509,2.130,2.129,0.948,1.319,1.104,1.819
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,4,2,female,1.240,2.069,0.720,1.676,2.396,2.395,1.066,1.489,1.214,1.931
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,4,2,male,1.152,1.867,0.636,1.553,2.189,2.187,0.954,1.322,1.100,1.899
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,4,3,female,1.263,1.980,0.658,1.665,2.323,2.321,1.032,1.428,1.163,1.837
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,4,3,male,1.131,1.736,0.608,1.453,2.061,2.061,0.917,1.267,1.047,1.823
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,5,1,female,1.290,2.010,0.697,1.649,2.347,2.346,1.014,1.426,1.152,1.818
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,5,1,male,1.134,1.800,0.603,1.501,2.104,2.103,0.944,1.318,1.070,1.855
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,5,2,female,1.259,1.995,0.678,1.630,2.309,2.308,1.015,1.420,1.170,1.833
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,5,2,male,1.150,1.829,0.597,1.547,2.144,2.143,0.965,1.324,1.107,1.863
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,5,3,female,1.222,1.928,0.646,1.565,2.210,2.210,0.988,1.357,1.155,1.809
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,5,3,male,1.117,1.838,0.635,1.497,2.132,2.130,0.944,1.301,1.090,1.906
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,6,1,female,1.222,1.982,0.672,1.629,2.300,2.300,1.015,1.421,1.151,1.881
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,6,1,male,1.160,1.832,0.642,1.485,2.126,2.125,0.962,1.319,1.101,1.831
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,6,2,female,1.229,2.006,0.667,1.676,2.343,2.343,1.006,1.422,1.156,1.906
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,6,2,male,1.142,1.773,0.605,1.499,2.105,2.103,0.936,1.285,1.063,1.841
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,6,3,female,1.283,2.037,0.676,1.697,2.373,2.373,1.046,1.464,1.200,1.850
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,6,3,male,1.180,1.859,0.632,1.536,2.169,2.168,0.949,1.289,1.123,1.837
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,7,1,female,1.216,2.011,0.673,1.650,2.323,2.321,1.027,1.453,1.160,1.909
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,7,1,male,1.151,1.896,0.611,1.592,2.203,2.202,0.945,1.336,1.092,1.914
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,7,2,female,1.237,2.034,0.664,1.690,2.354,2.354,1.009,1.429,1.171,1.903
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,7,2,male,1.129,1.838,0.613,1.518,2.130,2.130,0.956,1.326,1.103,1.887
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,7,3,female,1.233,1.954,0.652,1.594,2.246,2.245,0.970,1.352,1.160,1.821
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,7,3,male,1.117,1.774,0.619,1.464,2.083,2.083,0.937,1.278,1.080,1.865
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,8,1,female,1.247,1.980,0.633,1.694,2.327,2.326,1.011,1.422,1.162,1.866
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,8,1,male,1.155,1.817,0.620,1.493,2.113,2.113,0.938,1.298,1.092,1.829
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,8,2,female,1.204,2.001,0.662,1.688,2.350,2.350,1.050,1.462,1.173,1.951
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,8,2,male,1.125,1.811,0.591,1.543,2.136,2.135,0.910,1.281,1.042,1.897
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,8,3,female,1.231,1.994,0.666,1.648,2.314,2.313,1.041,1.432,1.203,1.880
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,8,3,male,1.158,1.841,0.605,1.563,2.167,2.166,0.956,1.347,1.075,1.870
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,9,1,female,1.233,2.053,0.709,1.710,2.419,2.418,1.020,1.434,1.196,1.960
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,9,1,male,1.128,1.840,0.607,1.537,2.144,2.143,0.944,1.313,1.113,1.900
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,9,2,female,1.245,2.029,0.680,1.690,2.370,2.369,1.051,1.451,1.212,1.903
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,9,2,male,1.146,1.868,0.644,1.515,2.160,2.160,1.007,1.366,1.152,1.884
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,9,3,female,1.237,1.945,0.629,1.623,2.251,2.251,0.972,1.360,1.142,1.819
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,9,3,male,1.085,1.775,0.644,1.472,2.115,2.114,0.917,1.267,1.038,1.947
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,10,1,female,1.247,1.991,0.664,1.634,2.298,2.297,1.007,1.412,1.168,1.842
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,10,1,male,1.122,1.808,0.642,1.489,2.131,2.130,0.958,1.303,1.100,1.898
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,10,2,female,1.177,1.950,0.627,1.629,2.256,2.255,1.013,1.409,1.172,1.916
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,10,2,male,1.167,1.838,0.628,1.545,2.172,2.170,0.970,1.329,1.116,1.860
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,10,3,female,1.264,2.047,0.725,1.656,2.381,2.381,1.044,1.460,1.193,1.884
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,10,3,male,1.114,1.831,0.629,1.494,2.122,2.121,0.924,1.301,1.069,1.904
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,1,1,female,1.208,1.910,0.627,1.562,2.189,2.189,0.976,1.351,1.134,1.811
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,1,1,male,1.093,1.683,0.563,1.415,1.978,1.977,0.908,1.255,0.992,1.808
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,1,2,female,1.163,1.863,0.610,1.573,2.183,2.183,0.962,1.371,1.081,1.877
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,1,2,male,1.140,1.705,0.569,1.443,2.011,2.011,0.876,1.204,1.005,1.763
D._buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,1,3,female,1.216,1.882,0.603,1.593,2.195,2.195,0.972,1.353,1.112,1.806
