Species,Population,Latitude,Longitude,Year_start,Year_end,Temperature,Vial,Replicate,Sex,Thorax_length,l2,l3p,l3d,lpd,l3,w1,w2,w3,wing_loading
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,6,2,male,1.088,1.612,0.570,1.384,1.954,1.953,0.916,1.199,1.033,1.795
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,6,3,female,1.195,1.730,0.585,1.476,2.061,2.060,0.943,1.287,1.042,1.724
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,6,3,male,1.087,1.679,0.532,1.458,1.990,1.988,0.880,1.184,1.031,1.829
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,7,1,female,1.161,1.761,0.632,1.486,2.117,2.116,0.972,1.311,1.067,1.823
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,7,1,male,1.051,1.489,0.485,1.350,1.835,1.834,0.858,1.122,0.966,1.746
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,7,2,female,1.159,1.737,0.579,1.487,2.066,2.065,0.976,1.295,1.101,1.782
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,7,2,male,1.063,1.538,0.529,1.334,1.862,1.860,0.867,1.124,0.984,1.751
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,7,3,female,1.150,1.754,0.597,1.495,2.091,2.091,0.959,1.274,1.096,1.818
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,7,3,male,1.079,1.610,0.529,1.406,1.934,1.933,0.879,1.179,1.003,1.792
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,8,1,female,1.130,1.648,0.568,1.443,2.010,2.008,0.910,1.213,1.038,1.777
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,8,1,male,1.049,1.467,0.522,1.318,1.840,1.838,0.882,1.131,0.980,1.751
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,8,2,female,1.172,1.727,0.569,1.513,2.082,2.081,0.911,1.204,1.061,1.776
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,8,2,male,1.028,1.549,0.547,1.351,1.898,1.896,0.898,1.164,0.999,1.845
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,8,3,female,1.166,1.762,0.593,1.510,2.103,2.101,0.936,1.295,1.035,1.802
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,8,3,male,1.019,1.515,0.526,1.302,1.828,1.826,0.863,1.124,0.986,1.792
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,9,1,female,1.155,1.753,0.607,1.501,2.108,2.107,0.972,1.315,1.080,1.824
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,9,1,male,1.075,1.617,0.578,1.409,1.987,1.986,0.885,1.179,1.007,1.847
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,9,2,female,1.158,1.777,0.612,1.542,2.154,2.154,0.962,1.284,1.114,1.861
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,9,2,male,1.125,1.654,0.572,1.424,1.995,1.994,0.918,1.220,1.037,1.773
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,9,3,female,1.177,1.776,0.611,1.510,2.122,2.121,0.958,1.296,1.074,1.802
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,10,1,female,1.162,1.729,0.612,1.462,2.074,2.073,0.945,1.269,1.066,1.783
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,10,1,male,1.142,1.734,0.597,1.477,2.074,2.073,0.974,1.260,1.130,1.816
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,10,2,female,1.172,1.758,0.593,1.538,2.131,2.129,0.980,1.263,1.128,1.816
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,10,2,male,1.085,1.652,0.592,1.362,1.955,1.954,0.919,1.236,1.029,1.800
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,10,3,female,1.156,1.767,0.619,1.512,2.132,2.130,0.964,1.282,1.094,1.843
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,25,10,3,male,1.090,1.668,0.574,1.436,2.010,2.009,0.928,1.221,1.061,1.844
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,1,1,female,1.083,1.630,0.581,1.356,1.938,1.937,0.891,1.213,0.992,1.788
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,1,1,male,1.034,1.485,0.526,1.243,1.769,1.768,0.800,1.046,0.945,1.710
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,1,2,female,1.114,1.568,0.546,1.351,1.897,1.896,0.891,1.140,1.037,1.702
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,1,3,female,1.145,1.641,0.572,1.375,1.947,1.946,0.909,1.223,0.996,1.699
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,2,1,female,1.113,1.564,0.539,1.371,1.910,1.910,0.845,1.126,0.968,1.716
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,2,1,male,1.043,1.432,0.496,1.288,1.784,1.783,0.848,1.098,0.946,1.709
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,2,2,female,1.154,1.611,0.558,1.391,1.949,1.949,0.903,1.160,1.045,1.689
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,2,2,male,1.031,1.410,0.493,1.239,1.732,1.731,0.787,1.039,0.893,1.678
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,2,3,female,1.122,1.617,0.541,1.418,1.958,1.956,0.908,1.198,1.025,1.743
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,2,3,male,1.049,1.491,0.504,1.293,1.797,1.796,0.822,1.081,0.938,1.712
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,3,1,female,1.147,1.596,0.570,1.374,1.943,1.942,0.890,1.185,0.994,1.693
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,3,1,male,0.986,1.382,0.502,1.208,1.710,1.709,0.831,1.066,0.926,1.733
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,3,2,female,1.147,1.578,0.524,1.374,1.898,1.896,0.910,1.209,0.988,1.652
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,3,2,male,1.077,1.474,0.518,1.250,1.767,1.766,0.833,1.101,0.923,1.640
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,3,3,female,1.135,1.568,0.570,1.319,1.889,1.887,0.855,1.162,0.959,1.663
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,3,3,male,1.043,1.449,0.505,1.249,1.755,1.753,0.832,1.078,0.935,1.680
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,4,1,female,1.134,1.595,0.532,1.368,1.900,1.897,0.863,1.152,0.994,1.673
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,4,1,male,1.037,1.445,0.495,1.263,1.757,1.757,0.814,1.058,0.926,1.694
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,4,2,female,1.092,1.491,0.539,1.293,1.831,1.830,0.855,1.120,0.962,1.675
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,4,2,male,1.044,1.483,0.530,1.289,1.818,1.818,0.854,1.086,0.980,1.742
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,4,3,female,1.162,1.545,0.555,1.342,1.897,1.897,0.859,1.142,0.969,1.632
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,4,3,male,1.009,1.398,0.486,1.217,1.703,1.701,0.827,1.062,0.935,1.685
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,5,1,female,1.091,1.588,0.540,1.374,1.913,1.911,0.861,1.164,0.968,1.751
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,5,1,male,1.062,1.526,0.536,1.287,1.823,1.820,0.847,1.142,0.929,1.714
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,5,2,female,1.102,1.592,0.527,1.370,1.896,1.896,0.841,1.164,0.960,1.720
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,5,2,male,1.046,1.473,0.503,1.289,1.792,1.789,0.824,1.072,0.943,1.711
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,5,3,female,1.136,1.574,0.512,1.364,1.875,1.874,0.836,1.133,0.968,1.649
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,5,3,male,1.060,1.499,0.523,1.288,1.810,1.809,0.819,1.097,0.937,1.707
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,6,1,female,1.080,1.639,0.564,1.394,1.958,1.956,0.862,1.160,0.988,1.811
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,6,1,male,1.063,1.455,0.503,1.281,1.784,1.783,0.833,1.066,0.959,1.678
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,6,2,female,1.130,1.594,0.523,1.422,1.945,1.945,0.871,1.143,1.023,1.721
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,6,2,male,1.031,1.453,0.514,1.256,1.769,1.768,0.819,1.063,0.935,1.715
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,6,3,female,1.110,1.511,0.514,1.299,1.813,1.811,0.846,1.128,0.954,1.632
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,6,3,male,1.000,1.379,0.506,1.205,1.710,1.709,0.805,1.060,0.893,1.709
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,7,1,female,1.081,1.591,0.574,1.381,1.955,1.954,0.867,1.157,0.988,1.808
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,7,1,male,0.981,1.402,0.493,1.211,1.703,1.703,0.795,1.042,0.896,1.735
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,7,2,female,1.113,1.564,0.532,1.347,1.878,1.877,0.875,1.152,0.996,1.686
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,7,2,male,1.045,1.478,0.498,1.288,1.785,1.783,0.829,1.097,0.934,1.706
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,7,3,female,1.106,1.599,0.554,1.332,1.886,1.885,0.869,1.137,1.015,1.704
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,7,3,male,1.022,1.439,0.514,1.236,1.749,1.749,0.823,1.063,0.936,1.712
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,8,1,female,1.126,1.616,0.535,1.404,1.939,1.938,0.879,1.185,0.986,1.721
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,8,1,male,1.068,1.473,0.500,1.264,1.764,1.763,0.839,1.112,0.939,1.651
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,8,2,female,1.084,1.534,0.523,1.321,1.844,1.843,0.863,1.147,0.956,1.700
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,8,2,male,0.998,1.377,0.459,1.228,1.687,1.685,0.799,1.045,0.906,1.689
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,8,3,female,1.081,1.497,0.548,1.268,1.816,1.815,0.799,1.066,0.929,1.679
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,8,3,male,1.047,1.529,0.542,1.279,1.821,1.821,0.811,1.112,0.904,1.738
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,9,1,female,1.128,1.596,0.532,1.404,1.936,1.935,0.885,1.180,1.009,1.716
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,9,1,male,1.059,1.490,0.526,1.263,1.789,1.788,0.825,1.071,0.946,1.688
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,9,2,female,1.103,1.560,0.544,1.361,1.905,1.905,0.874,1.158,0.985,1.726
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,9,2,male,1.042,1.506,0.549,1.268,1.817,1.816,0.848,1.121,0.946,1.743
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,9,3,female,1.109,1.590,0.567,1.354,1.922,1.920,0.882,1.175,0.990,1.731
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,9,3,male,1.021,1.455,0.483,1.269,1.752,1.750,0.830,1.078,0.952,1.713
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,10,1,female,1.092,1.578,0.578,1.313,1.890,1.890,0.891,1.173,0.994,1.730
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,10,1,male,1.051,1.402,0.506,1.208,1.714,1.712,0.827,1.065,0.920,1.628
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,10,2,female,1.126,1.599,0.555,1.352,1.906,1.905,0.864,1.161,0.986,1.693
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,10,2,male,1.040,1.493,0.541,1.235,1.775,1.775,0.811,1.084,0.917,1.706
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,10,3,female,1.162,1.588,0.532,1.391,1.922,1.921,0.918,1.208,1.021,1.653
D._aldrichi,Grandchester,-27.68,152.45,1994,1994,30,10,3,male,1.031,1.509,0.526,1.281,1.807,1.806,0.843,1.131,0.929,1.752
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,1,1,female,1.237,1.905,0.631,1.576,2.207,2.207,0.970,1.370,1.088,1.784
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,1,1,male,1.154,1.835,0.620,1.502,2.121,2.121,0.955,1.327,1.086,1.838
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,1,2,female,1.235,1.925,0.656,1.565,2.221,2.221,1.001,1.377,1.164,1.798
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,1,2,male,1.096,1.784,0.589,1.469,2.058,2.056,0.939,1.279,1.082,1.877
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,1,3,female,1.240,1.970,0.643,1.654,2.296,2.296,1.017,1.422,1.144,1.851
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,1,3,male,1.121,1.792,0.608,1.457,2.065,2.064,0.952,1.273,1.115,1.841
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,2,1,female,1.198,1.904,0.648,1.611,2.258,2.258,1.013,1.377,1.158,1.885
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,2,1,male,1.109,1.781,0.596,1.525,2.121,2.119,0.986,1.308,1.116,1.911
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,2,2,female,1.175,1.921,0.626,1.601,2.226,2.226,1.023,1.408,1.160,1.895
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,2,3,female,1.211,1.856,0.623,1.526,2.149,2.148,0.969,1.329,1.110,1.774
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,3,1,female,1.236,1.913,0.633,1.583,2.216,2.214,1.012,1.397,1.142,1.791
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,3,1,male,1.127,1.799,0.601,1.504,2.105,2.104,0.975,1.319,1.092,1.867
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,3,2,female,1.216,1.859,0.657,1.499,2.155,2.154,0.989,1.350,1.117,1.771
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,3,2,male,1.128,1.750,0.591,1.475,2.066,2.064,0.997,1.332,1.106,1.831
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,3,3,female,1.218,1.975,0.661,1.656,2.317,2.317,1.017,1.398,1.183,1.902
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,3,3,male,1.128,1.766,0.567,1.511,2.077,2.076,0.937,1.269,1.083,1.840
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,4,1,female,1.237,1.949,0.658,1.572,2.229,2.229,1.003,1.408,1.139,1.802
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,4,1,male,1.142,1.819,0.601,1.486,2.088,2.088,0.941,1.305,1.084,1.828
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,4,2,female,1.176,1.850,0.660,1.547,2.208,2.207,0.984,1.337,1.106,1.876
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,4,2,male,1.158,1.793,0.589,1.460,2.049,2.048,0.960,1.284,1.119,1.768
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,4,3,male,1.159,1.800,0.625,1.501,2.125,2.125,0.961,1.344,1.060,1.834
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,5,1,female,1.221,1.970,0.650,1.628,2.278,2.278,1.025,1.432,1.153,1.865
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,5,1,male,1.119,1.850,0.621,1.543,2.165,2.163,1.007,1.312,1.186,1.933
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,5,2,female,1.227,1.949,0.653,1.596,2.248,2.248,0.992,1.390,1.145,1.832
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,5,2,male,1.170,1.825,0.606,1.544,2.150,2.150,0.970,1.349,1.093,1.838
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,5,3,female,1.234,1.925,0.670,1.603,2.273,2.271,1.002,1.360,1.162,1.840
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,5,3,male,1.098,1.801,0.616,1.474,2.090,2.089,0.982,1.297,1.132,1.903
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,6,1,female,1.178,1.906,0.660,1.577,2.237,2.237,1.014,1.395,1.151,1.898
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,6,1,male,1.159,1.800,0.609,1.511,2.120,2.119,0.959,1.315,1.084,1.827
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,6,2,female,1.215,1.829,0.626,1.494,2.119,2.119,0.976,1.322,1.123,1.744
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,6,2,male,1.161,1.813,0.611,1.492,2.103,2.103,0.958,1.304,1.094,1.811
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,6,3,female,1.184,1.901,0.638,1.623,2.261,2.259,1.031,1.382,1.185,1.908
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,6,3,male,1.127,1.735,0.585,1.443,2.028,2.027,0.918,1.237,1.062,1.798
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,7,1,female,1.181,1.852,0.632,1.561,2.192,2.192,1.015,1.359,1.150,1.856
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,7,1,male,1.161,1.742,0.585,1.427,2.012,2.011,0.933,1.244,1.082,1.733
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,7,2,female,1.199,1.982,0.686,1.627,2.312,2.311,1.026,1.406,1.182,1.929
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,7,2,male,1.151,1.805,0.598,1.502,2.100,2.100,0.956,1.315,1.078,1.825
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,7,3,male,1.096,1.773,0.609,1.448,2.051,2.049,0.918,1.261,1.065,1.869
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,8,1,female,1.181,1.869,0.611,1.623,2.234,2.234,0.994,1.343,1.158,1.891
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,8,1,male,1.140,1.782,0.615,1.473,2.086,2.086,0.944,1.307,1.060,1.829
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,8,2,female,1.220,1.940,0.658,1.587,2.244,2.244,1.043,1.433,1.171,1.839
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,8,2,male,1.131,1.761,0.617,1.463,2.080,2.080,0.962,1.280,1.113,1.838
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,8,3,female,1.234,1.965,0.668,1.597,2.265,2.265,1.023,1.416,1.175,1.836
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,8,3,male,1.084,1.724,0.599,1.464,2.063,2.061,0.952,1.274,1.073,1.901
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,9,1,female,1.136,1.827,0.592,1.551,2.143,2.141,0.970,1.328,1.120,1.885
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,9,1,male,1.087,1.707,0.581,1.410,1.991,1.990,0.927,1.244,1.061,1.830
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,9,2,female,1.197,1.902,0.659,1.566,2.225,2.224,1.007,1.369,1.148,1.858
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,9,2,male,1.145,1.810,0.654,1.483,2.136,2.136,0.985,1.339,1.105,1.866
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,9,3,female,1.291,2.045,0.702,1.653,2.355,2.355,1.066,1.463,1.218,1.824
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,9,3,male,1.099,1.760,0.597,1.493,2.089,2.088,0.970,1.284,1.120,1.900
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,10,1,female,1.169,1.953,0.674,1.625,2.298,2.298,1.030,1.396,1.194,1.966
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,10,1,male,1.179,1.860,0.647,1.523,2.171,2.170,1.003,1.363,1.139,1.840
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,10,2,female,1.156,1.886,0.599,1.662,2.262,2.261,1.032,1.388,1.156,1.956
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,10,2,male,1.153,1.793,0.605,1.461,2.066,2.066,0.954,1.314,1.077,1.791
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,10,3,female,1.230,1.944,0.651,1.595,2.246,2.246,1.015,1.380,1.183,1.825
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,10,3,male,1.166,1.817,0.616,1.503,2.119,2.119,1.016,1.362,1.146,1.817
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,1,1,female,1.166,1.869,0.618,1.548,2.166,2.165,0.970,1.348,1.102,1.856
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,1,1,male,1.065,1.627,0.565,1.368,1.933,1.932,0.865,1.189,0.961,1.814
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,1,2,female,1.190,1.814,0.619,1.529,2.148,2.146,0.974,1.312,1.113,1.803
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,1,2,male,1.090,1.572,0.543,1.346,1.888,1.886,0.889,1.140,1.025,1.730
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,1,3,female,1.204,1.827,0.615,1.523,2.139,2.138,0.972,1.330,1.106,1.776
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,2,1,female,1.130,1.756,0.589,1.476,2.064,2.063,0.906,1.222,1.067,1.825
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,2,1,male,1.119,1.706,0.559,1.404,1.963,1.962,0.916,1.242,1.047,1.752
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,2,2,female,1.160,1.807,0.593,1.513,2.106,2.106,0.944,1.289,1.091,1.815
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,2,2,male,1.072,1.648,0.571,1.357,1.928,1.926,0.872,1.185,0.992,1.797
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,2,3,male,1.094,1.615,0.537,1.399,1.936,1.934,0.883,1.186,0.995,1.769
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,3,1,female,1.151,1.709,0.566,1.451,2.015,2.015,0.916,1.249,1.037,1.750
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,3,1,male,1.042,1.595,0.541,1.358,1.899,1.898,0.847,1.146,0.958,1.822
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,3,2,female,1.097,1.707,0.563,1.461,2.024,2.023,0.910,1.257,1.013,1.845
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,3,2,male,1.098,1.657,0.556,1.394,1.950,1.950,0.882,1.202,1.003,1.776
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,3,3,female,1.117,1.740,0.590,1.469,2.059,2.058,0.912,1.237,1.045,1.841
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,3,3,male,1.030,1.627,0.548,1.418,1.965,1.963,0.880,1.181,1.007,1.905
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,4,1,female,1.173,1.810,0.652,1.454,2.106,2.106,0.937,1.285,1.066,1.796
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,4,1,male,1.108,1.627,0.551,1.339,1.890,1.889,0.875,1.186,1.005,1.704
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,4,2,female,1.128,1.679,0.615,1.398,2.013,2.010,0.895,1.214,1.022,1.781
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,4,2,male,1.091,1.609,0.557,1.405,1.962,1.960,0.892,1.187,1.000,1.797
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,4,3,male,1.069,1.668,0.558,1.412,1.970,1.968,0.893,1.193,1.029,1.841
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,5,1,female,1.207,1.838,0.640,1.507,2.146,2.146,0.982,1.356,1.101,1.777
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,5,1,male,1.113,1.722,0.589,1.429,2.019,2.019,0.912,1.252,1.029,1.814
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,5,2,female,1.242,1.904,0.653,1.566,2.219,2.218,0.948,1.332,1.110,1.787
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,5,2,male,1.093,1.652,0.552,1.373,1.925,1.924,0.867,1.180,1.007,1.760
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,5,3,male,1.112,1.695,0.587,1.426,2.012,2.011,0.912,1.229,1.042,1.809
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,6,1,female,1.164,1.803,0.663,1.457,2.121,2.120,0.911,1.242,1.077,1.822
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,6,1,male,1.054,1.633,0.559,1.334,1.893,1.893,0.876,1.174,1.015,1.796
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,6,2,female,1.210,1.853,0.621,1.523,2.144,2.144,0.978,1.343,1.108,1.772
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,6,2,male,1.092,1.596,0.560,1.357,1.917,1.914,0.886,1.198,0.978,1.753
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,6,3,female,1.169,1.784,0.559,1.532,2.090,2.088,0.922,1.281,1.047,1.787
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,6,3,male,1.090,1.669,0.563,1.411,1.975,1.974,0.921,1.230,1.046,1.810
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,7,1,female,1.184,1.886,0.626,1.542,2.168,2.167,0.959,1.353,1.087,1.831
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,7,1,male,1.105,1.657,0.561,1.429,1.990,1.989,0.874,1.192,0.996,1.800
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,7,2,female,1.045,1.697,0.581,1.433,2.016,2.015,0.886,1.234,0.986,1.928
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,7,2,male,1.132,1.718,0.589,1.416,2.005,2.003,0.906,1.248,1.015,1.769
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,7,3,female,1.131,1.797,0.617,1.522,2.138,2.138,0.935,1.290,1.066,1.890
