Species,l2_log,l3p_log,lpd_log,l3_log,w1_log,w2_log,w3_log,wing_loading_log
0,0.1275133202989597,0.0778865386570712,0.09257918129309317,0.09440067542148449,0.061095099359811035,0.0769610411361286,0.1310282624064042,0.11154137473290751
0,0.2844267797311084,0.1518623493092462,0.30601302913650447,0.30527638085273223,0.14410034397375687,0.1881379421153947,0.22154226994723591,0.12486898204586946
0,0.18398683611301597,0.11955923505763925,0.1996701951285677,0.20048886074940356,0.11154137473290751,0.1406311297397458,0.16636153721522529,0.18398683611301597
0,0.20945022418220732,0.1319050708799386,0.2199384203652614,0.219135529916671,0.14149956227369961,0.1823215567939548,0.18730909830499368,0.1310282624064042
0,0.158711691154821,0.08342160813907236,0.11600367575630632,0.11600367575630632,0.06578774053800315,0.08892620919440168,0.13714983814723367,0.1275133202989597
0,0.3118867611485984,0.142367241286922,0.30968815271439554,0.30968815271439554,0.12575120530556044,0.20294084399669057,0.19803085049913455,0.19885085874516534
0,0.2476410229145973,0.11422114409002286,0.23031775506221003,0.2311117209633868,0.09893994785490365,0.15443635330441915,0.17395330712343798,0.1672079189839066
0,0.2366519013390021,0.1310282624064042,0.22554067591393134,0.22633844221072896,0.11422114409002286,0.15443635330441915,0.18979357163265567,0.1275133202989597
0,0.11332868530700327,0.07325046173959274,0.10705907229340778,0.10705907229340778,0.0516432331518386,0.07232066157962629,0.10975086395911929,0.11867152971749874
0,0.21026092548319625,0.12575120530556025,0.2053868297249509,0.2053868297249509,0.10975086395911929,0.16636153721522548,0.17058630057553367,0.049742091894814225
0,0.10885440491208227,0.07232066157962608,0.06391332574365265,0.06485097231961648,0.04401688541677447,0.061095099359811035,0.10885440491208208,0.16041672140590485
0,0.23586232372198462,0.10255658832509215,0.23901690047049992,0.23901690047049992,0.1301506844650453,0.18564934688662946,0.18065349969325756,0.11243542932978838
0,0.13453089295760626,0.0769610411361284,0.08984070399978934,0.09075436326846432,0.03922071315328133,0.07881118042429006,0.0944006754214843,0.12839321476839918
0,0.23031775506221022,0.16211884947643532,0.24216155714997162,0.24216155714997162,0.15357908792830058,0.19392069263730669,0.19144646457095527,0.11154137473290751
0,0.13889199886661885,0.09712671073072263,0.08342160813907257,0.08434114843375096,0.08984070399978954,0.10074990310014334,0.15186234930924603,0.10436001532424286
0,0.2319050569827826,0.1484200051182734,0.25231392861398955,0.2523139286139899,0.15785808461558032,0.20048886074940375,0.20701416938432612,0.08525984395082359
0,0.09893994785490365,0.08984070399978934,0.0769610411361284,0.07603468627599777,0.05259245011917063,0.09166718852582408,0.08709470685093373,0.12044615307586726
0,0.32425505268262134,0.16211884947643532,0.2866815721181973,0.288181947493432,0.13540463700620298,0.2126890934103511,0.21591750622247025,0.14149956227369961
0,0.10255658832509215,0.08984070399978934,0.06672363204290813,0.06672363204290813,0.060153922819747144,0.09166718852582408,0.10616019582839072,0.10345870836823017
0,0.26082461828189846,0.142367241286922,0.2554171118645054,0.25696509978972054,0.15357908792830058,0.18896609951262336,0.22793206804600694,0.14323416808590794
0,0.0620353909194527,0.07417939817425147,0.058268908123975824,0.05732506661926956,0.042101176018635535,0.0563803334361079,0.08709470685093373,0.17227122094045333
0,0.2926696139628202,0.1327811112338184,0.28065745751481636,0.2806574575148167,0.11600367575630632,0.19062035960864987,0.1823215567939546,0.17142911562753102
0,0.11600367575630632,0.08434114843375096,0.10705907229340778,0.10705907229340778,0.071389996086673,0.09257918129309338,0.12575120530556044,0.15529288440603545
0,0.1484200051182734,0.10705907229340778,0.10705907229340778,0.10795714150509257,0.0695260626486103,0.09893994785490386,0.1222176327242493,0.1475575643576147
0,0.27231459532065927,0.128393214768399,0.2799018851328186,0.2799018851328186,0.13976194237515863,0.19392069263730669,0.20457216572877446,0.17981842657583616
0,0.10345870836823017,0.06109509935981083,0.08250122151174356,0.08157998699242285,0.06485097231961648,0.09621885774054309,0.0944006754214843,0.12486898204586946
0,0.20457216572877446,0.11154137473290732,0.20375683751401963,0.20375683751401963,0.11689375147149943,0.1612681475961225,0.16551443847757333,0.09531017980432493
0,0.07973496801885373,0.10165365372649982,0.05354076692802997,0.054488185284069776,0.04018178963283197,0.06485097231961648,0.0778865386570712,0.11422114409002306
0,0.3096881527143957,0.13714983814723367,0.2934156042995416,0.2941610385494901,0.1501426584297194,0.23428129572466586,0.20048886074940356,0.17898265552844014
0,0.3777512695406488,0.1518623493092462,0.371563556432483,0.3729419164026045,0.18065349969325756,0.26620304077465684,0.26390154378637753,0.2110709700799406
0,0.21993842036526157,0.1327811112338184,0.20048886074940356,0.2021241840901345,0.11867152971749874,0.1823215567939548,0.15529288440603525,0.11511280710050467
0,0.3213585988111649,0.1484200051182734,0.33361100434018065,0.333611004340181,0.1747932903731631,0.2546422183735809,0.22793206804600694,0.16041672140590485
0,0.35837350057431405,0.10436001532424266,0.3597701488460348,0.3597701488460348,0.1484200051182734,0.25386672395705046,0.2143046026470055,0.25541711186450555
0,0.3206331725914669,0.1570037488096647,0.3421702577358506,0.34145977813225203,0.18315454309784654,0.24607852259670573,0.24920108563349933,0.14323416808590794
0,0.31626952930369356,0.14410034397375687,0.3249778571954777,0.32425505268262117,0.15614868248993138,0.25386672395705046,0.20375683751401963,0.2070141693843263
0,0.3038014543316644,0.16466662155523393,0.3030631744900833,0.3038014543316642,0.1996701951285677,0.2507587183471832,0.2530906276821619,0.142367241286922
0,0.3414597781322522,0.15785808461558032,0.33504264381161863,0.33504264381161863,0.17142911562753102,0.25309062768216206,0.24373018492259815,0.2523139286139897
0,0.34571510370239056,0.1764711431157791,0.3625576070968879,0.3625576070968879,0.20782684720231653,0.273836665629728,0.26696903085423934,0.16466662155523393
0,0.38865798979178323,0.18647956694261839,0.42199441005937505,0.42199441005937505,0.2143046026470055,0.3038014543316644,0.27155269052189734,0.22314355131420993
0,1.1297879061365594,0.1327811112338184,1.2293481106571642,1.2290555846933993,0.7342891238911206,0.2326977641190216,0.8250522514398839,1.1075720300395817
0,0.31699812678583417,0.15443635330441896,0.3148107398400336,0.31554040058017735,0.16041672140590466,0.24373018492259832,0.20945022418220732,0.12575120530556044
0,0.3715635564324832,0.18315454309784654,0.37775126954064864,0.37775126954064864,0.19144646457095527,0.2646692981427082,0.2700271372130602,0.18148787604537725
0,0.354171813720614,0.19885085874516517,0.3597701488460348,0.3597701488460348,0.17814618538347404,0.25153662581542785,0.24451357705040233,0.18065349969325775
0,0.22633844221072913,0.15614868248993138,0.21591750622247025,0.21672298351128702,0.1301506844650453,0.17814618538347424,0.1922718876471227,0.13627761829254795
0,0.35697489894773055,0.1823215567939546,0.3743183791113276,0.3750059006234559,0.1839868361130158,0.25696509978972054,0.2507587183471832,0.1747932903731631
0,0.24373018492259832,0.1239859797809913,0.24920108563349933,0.24920108563349966,0.17227122094045333,0.20945022418220752,0.22554067591393134,0.15100287353652742
0,0.3285840637722069,0.158711691154821,0.3541718137206139,0.35346981298978414,0.19638881400539018,0.2585106951515012,0.25928259793008296,0.19803085049913455
0,0.21591750622247025,0.1319050708799386,0.21591750622247025,0.21511137961694568,0.1292723357041393,0.16974277458709475,0.19474407679251185,0.1823215567939548
0,0.38117241553911996,0.17981842657583616,0.41673470036639526,0.41607528722018006,0.219135529916671,0.2881819474934322,0.28893129185221283,0.2207406666978995
0,0.2707902047815629,0.1310282624064042,0.2592825979300828,0.2592825979300832,0.1310282624064042,0.18481843699254208,0.21591750622247025,0.1823215567939548
0,0.3206331725914669,0.15443635330441896,0.33932530560361934,0.3393253056036196,0.1764711431157791,0.24451357705040233,0.2398039922073171,0.1672079189839066
0,0.20375683751401982,0.11243542932978817,0.2053868297249509,0.2053868297249509,0.1319050708799386,0.16889853646181407,0.19721016928770527,0.10345870836823017
0,0.3527673191077155,0.17981842657583616,0.371563556432483,0.37225297390205087,0.18647956694261839,0.267734434642085,0.24294617861038958,0.2110709700799406
0,0.219135529916671,0.13540463700620298,0.2295231582782488,0.2295231582782488,0.1310282624064042,0.16636153721522548,0.18730909830499368,0.17311261770864483
0,0.3371862673548701,0.15272108701766393,0.3520643313810491,0.3513608491149636,0.2021241840901345,0.273075920062419,0.25619140536041013,0.16041672140590485
0,0.22314355131420993,0.128393214768399,0.264669298142708,0.264669298142708,0.14928170271575447,0.1773090149704105,0.211880359035499,0.2118803590354992
0,0.34074879338847325,0.1747932903731629,0.347835995271528,0.34712953109520095,0.1773090149704103,0.23586232372198462,0.2608246182818983,0.18148787604537725
0,0.3038014543316644,0.1475575643576147,0.2866815721181973,0.28743204119657173,0.14928170271575447,0.2223432311434409,0.2151113796169455,0.19638881400539018
0,0.3133498192003588,0.14669437915080344,0.3118867611485984,0.3126185577418125,0.17563256864315815,0.24607852259670573,0.23348984336835416,0.15956456967133845
0,0.2768738737351777,0.14323416808590775,0.27079020478156274,0.2700271372130602,0.14928170271575447,0.20782684720231673,0.21026092548319605,0.13540463700620317
0,0.3249778571954779,0.17563256864315796,0.3386128011203239,0.3386128011203239,0.1764711431157791,0.24998020526776962,0.2398039922073171,0.22314355131420993
0,0.22314355131420993,0.12575120530556025,0.22474227267790697,0.22474227267790697,0.15357908792830058,0.17981842657583633,0.21752781252857414,0.2070141693843263
0,0.3442986728706771,0.17058630057553367,0.3632532592988549,0.3625576070968879,0.1839868361130158,0.257738196078709,0.2608246182818983,0.1747932903731631
0,0.20620083058389785,0.11600367575630613,0.2279320680460071,0.22713557258374747,0.14669437915080344,0.16805358499624995,0.20782684720231653,0.10616019582839072
0,0.3414597781322522,0.16974277458709455,0.3660310388627573,0.3653373170173851,0.18730909830499368,0.24529635595534324,0.25928259793008296,0.16551443847757352
0,0.29042829811980625,0.16636153721522529,0.3111544286369232,0.3111544286369232,0.1839868361130158,0.22952315827824896,0.24451357705040233,0.16805358499624976
0,0.343589704390077,0.16636153721522529,0.3008450589780618,0.3015849776207726,0.13976194237515863,0.24137631957526956,0.20457216572877446,0.21268909341035092
0,0.3371862673548701,0.1747932903731629,0.35276731910771536,0.35346981298978414,0.18315454309784654,0.25386672395705046,0.2476410229145973,0.09257918129309338
0,0.2919230667090356,0.15614868248993138,0.27231459532065927,0.27231459532065927,0.1518623493092462,0.20945022418220752,0.24216155714997162,0.2167229835112872
0,0.33432708027482494,0.1672079189839064,0.3541718137206139,0.35346981298978414,0.18564934688662946,0.25696509978972054,0.2530906276821619,0.16805358499624976
0,0.18647956694261855,0.11867152971749854,0.1747932903731629,0.17395330712343798,0.142367241286922,0.16889853646181407,0.19474407679251185,0.17142911562753102
0,0.29787989742822707,0.15100287353652742,0.319907219746518,0.32135859881116474,0.1823215567939548,0.2523139286139897,0.22474227267790678,0.1336563848126738
0,0.19803085049913471,0.1484200051182734,0.22474227267790697,0.22554067591393134,0.11332868530700327,0.14410034397375707,0.17311261770864483,0.13627761829254795
0,0.3681093215643957,0.17814618538347385,0.3947411447451887,0.39474114474518884,0.20294084399669038,0.2783890255401884,0.26773443464208485,0.1823215567939548
0,0.20048886074940375,0.11422114409002286,0.2110709700799404,0.21026092548319605,0.14149956227369961,0.18481843699254208,0.18896609951262316,0.16805358499624976
0,0.39944703578260143,0.1764711431157791,0.41607528722017995,0.41607528722018006,0.21591750622247025,0.2919230667090356,0.29565024210095786,0.18979357163265567
0,0.21752781252857414,0.10436001532424266,0.21752781252857398,0.2175278125285743,0.12133228516752496,0.16974277458709475,0.1747932903731631,0.1475575643576147
0,0.4395444217610272,0.1747932903731629,0.4356709501652302,0.4356709501652302,0.18647956694261839,0.31845373111853476,0.258510695151501,0.2398039922073171
0,0.1484200051182734,0.08157998699242285,0.142367241286922,0.14149956227369961,0.10074990310014315,0.13627761829254795,0.13714983814723367,0.17395330712343815
0,0.33145969479766885,0.16381808522939492,0.347835995271528,0.34854196070854354,0.19638881400539018,0.2615947376884626,0.25773819607870885,0.19885085874516534
0,0.35697489894773055,0.13540463700620298,0.3750059006234559,0.3750059006234559,0.17058630057553367,0.26313319953036834,0.23269776411902143,0.2468600779315258
0,0.3126185577418127,0.18148787604537706,0.33932530560361934,0.3393253056036196,0.17311261770864483,0.24686007793152598,0.22154226994723591,0.1319050708799388
0,0.42722659988967715,0.19309662996191315,0.4193680132771559,0.4193680132771559,0.19721016928770527,0.30601302913650463,0.26313319953036834,0.26390154378637753
0,0.39608794629556754,0.2013068567050352,0.398104753701872,0.398104753701872,0.21268909341035092,0.2768738737351777,0.30748469974796055,0.19227188764712286
0,0.44724664212311954,0.2110709700799404,0.4637340162321402,0.4649910874221913,0.2382291887322507,0.32714314133269473,0.31772619380015765,0.16466662155523393
0,0.47685510419483745,0.20294084399669038,0.4706284340145776,0.47187687362741604,0.22394323148477419,0.33789978861239844,0.30968815271439554,0.25773819607870885
0,0.45043847375089563,0.2143046026470053,0.4612151232126563,0.46058440732924405,0.2271355725837473,0.32208349916911355,0.3118867611485984,0.19392069263730669
0,0.36116484921158465,0.18065349969325756,0.3736303845881459,0.37431837911132776,0.18896609951262336,0.2639015437863777,0.26236426446749106,0.21752781252857414
0,0.4213384572644547,0.1922718876471227,0.42787870294506447,0.4278787029450646,0.22554067591393134,0.31188676114859853,0.30453918951820375,0.18148787604537725
0,0.34074879338847325,0.16296882827813972,0.34712953109520095,0.34712953109520095,0.1764711431157791,0.24686007793152598,0.2398039922073171,0.1773090149704105
0,0.42199441005937505,0.1906203596086497,0.4369637751675354,0.4369637751675354,0.23507212217948364,0.3264219007677117,0.2971372312225361,0.20782684720231653
0,0.3045391895182039,0.14583044821153954,0.3184537311185346,0.31772619380015765,0.17058630057553367,0.22713557258374747,0.2398039922073171,0.22952315827824896
0,0.4434029474485567,0.20945022418220732,0.44660705143933954,0.4472466421231194,0.21349717426240436,0.3015849776207726,0.3030631744900833,0.22314355131420993
0,0.3933925268738953,0.20048886074940356,0.4007875185570534,0.4007875185570534,0.20945022418220732,0.28141245943818566,0.2934156042995416,0.23744085601503437
0,0.4074631107708375,0.17981842657583616,0.4200252594394941,0.42002525943949426,0.22554067591393134,0.3111544286369232,0.29266961396282004,0.19721016928770543
0,0.369492447649347,0.18065349969325756,0.3618614706260324,0.3618614706260326,0.20620083058389785,0.2745968329031257,0.2761154360803155,0.17981842657583616
0,0.44211842575620003,0.23980399220731693,0.4631048875545789,0.46310488755457907,0.2468600779315258,0.327863862084613,0.3199072197465178,0.19803085049913455
0,0.44211842575620003,0.18647956694261839,0.4504384737508955,0.45043847375089563,0.2199384203652614,0.3414597781322522,0.2745968329031255,0.27535642276114414
0,0.41541543896133254,0.20294084399669038,0.4259211166755468,0.4259211166755468,0.2207406666978995,0.3155404005801775,0.2791457414294946,0.19392069263730669
0,0.4343764516025846,0.2045721657287743,0.4324315563379788,0.4324315563379788,0.25231392861398955,0.3357576956833443,0.30968815271439554,0.19062035960864987
0,0.34783599527152814,0.1848184369925417,0.3421702577358506,0.3421702577358509,0.16805358499624976,0.2366519013390021,0.24607852259670573,0.22314355131420993
0,0.5074198306311579,0.2295231582782488,0.5270925962298626,0.5270925962298627,0.2366519013390021,0.35837350057431405,0.31918073951115183,0.2919230667090356
0,0.36394842790523096,0.17981842657583616,0.35346981298978397,0.35346981298978414,0.18148787604537725,0.2507587183471832,0.26696903085423934,0.21833199431698788
0,0.47933495667462,0.22713557258374711,0.48489224173948625,0.48550781578170094,0.25619140536041013,0.3464225674743811,0.3307415619122278,0.2390169004705001
0,0.343589704390077,0.18896609951262316,0.35487332199210414,0.3541718137206139,0.19803085049913455,0.2476410229145973,0.28367405105424215,0.20620083058389785
0,0.45679173527350514,0.22474227267790678,0.46937843385181716,0.46875284734408296,0.21833199431698788,0.3038014543316644,0.31115442863692305,0.2523139286139897
0,0.40546510810816455,0.1848184369925417,0.406131552651325,0.406131552651325,0.1996701951285677,0.30895420772732085,0.2507587183471832,0.25619140536041013
0,0.42526773540434426,0.19144646457095507,0.4517123592734841,0.45107561936021673,0.24373018492259815,0.34783599527152814,0.29192306670903545,0.2223432311434407
0,0.3777512695406488,0.142367241286922,0.38253760346445975,0.38253760346445986,0.20620083058389785,0.29713723122253627,0.26543646350446126,0.2223432311434407
0,0.4265740713183997,0.22314355131420976,0.4337285733810239,0.4343764516025845,0.219135529916671,0.3074846997479609,0.29192306670903545,0.20457216572877446
0,0.3499523981779058,0.18896609951262316,0.34995239817790563,0.34924742810993586,0.1881379421153945,0.273075920062419,0.25619140536041013,0.1823215567939548
0,0.47062843401457777,0.2319050569827826,0.45615822242368254,0.45615822242368254,0.25464221837358075,0.3527673191077155,0.31772619380015765,0.1501426584297196
0,0.35627486391739277,0.19144646457095507,0.3555743384946994,0.3555743384946994,0.1881379421153945,0.26005390533430695,0.25773819607870885,0.20375683751401982
0,0.4725005094443228,0.1839868361130158,0.4706284340145776,0.47062843401457777,0.24137631957526956,0.36394842790523096,0.3030631744900833,0.2700271372130602
0,0.35557433849469955,0.18065349969325756,0.34995239817790563,0.34924742810993586,0.17142911562753102,0.24294617861038958,0.2515366258154277,0.19803085049913455
0,0.4824261492442928,0.22713557258374711,0.49834810225487813,0.500169043577462,0.24998020526776946,0.35907206853845397,0.31772619380015765,0.27763173659827955
0,0.4291816347254806,0.1939206926373065,0.42199441005937505,0.42199441005937505,0.219135529916671,0.31188676114859853,0.3038014543316642,0.21349717426240453
0,0.3548733219921043,0.16889853646181388,0.3562748639173926,0.3569748989477304,0.18481843699254188,0.2592825979300832,0.25619140536041013,0.24607852259670573
0,0.4971322966339882,0.22713557258374711,0.5199835615507563,0.520577915208669,0.26005390533430695,0.36255760709688806,0.3421702577358506,0.22314355131420993
0,0.3104215594212704,0.18813794211539434,0.3249778571954777,0.32497785719547806,0.17227122094045333,0.23190505698278277,0.2398039922073171,0.2215422699472361
0,0.4879663296199082,0.208638865111328,0.5062150112083075,0.5074198306311579,0.25231392861398955,0.35697489894773055,0.34145977813225203,0.2271355725837473
0,0.4304828710834524,0.1570037488096647,0.43889988419440173,0.43954442176102704,0.2279320680460071,0.3336110043401808,0.29565024210095786,0.18481843699254188
0,0.41144717978571194,0.19721016928770527,0.4324315563379788,0.43178241642553794,0.23901690047049992,0.3285840637722069,0.2986220124901152,0.18564934688662946
0,0.4408322519454559,0.19474407679251166,0.4382549309311553,0.4382549309311553,0.20130685670503537,0.32930374714260047,0.25231392861398955,0.3074846997479607
0,0.46310488755457907,0.2319050569827826,0.4818086746954981,0.4824261492442928,0.2468600779315258,0.3371862673548701,0.32353172534547825,0.17563256864315815
0,0.369492447649347,0.14410034397375687,0.3770656335864664,0.37706563358646655,0.17981842657583616,0.2791457414294948,0.2530906276821619,0.24607852259670573
0,0.4291816347254806,0.20701416938432612,0.4504384737508955,0.45043847375089563,0.20782684720231653,0.3067491351690068,0.2821668917636708,0.18398683611301597
0,0.34003730278570926,0.16889853646181388,0.34003730278570926,0.34145977813225203,0.2143046026470055,0.27535642276114414,0.27763173659827955,0.25928259793008296
0,0.3974329364109003,0.19638881400539018,0.41673470036639526,0.41673470036639526,0.21349717426240436,0.3001045924503383,0.28367405105424215,0.20375683751401982
0,0.4427608928518614,0.20048886074940356,0.4593217808988751,0.46058440732924405,0.2223432311434407,0.34217025773585075,0.28968007511445404,0.3015849776207724
0,0.500169043577462,0.1906203596086497,0.5116253039365551,0.5122246446796981,0.2476410229145973,0.3729419164026045,0.32353172534547825,0.26236426446749106
0,0.452348694007015,0.1823215567939546,0.4712528486461675,0.47062843401457777,0.2295231582782488,0.3264219007677117,0.3140805463063118,0.2919230667090356
0,0.48980625654191534,0.2183319943169877,0.5080216964332566,0.5092243423990169,0.22554067591393134,0.3548733219921043,0.28517894223366247,0.25464221837358075
0,0.33432708027482494,0.16126814759612232,0.3249778571954777,0.32497785719547806,0.19638881400539018,0.26005390533430695,0.264669298142708,0.22314355131420993
0,0.48057258059496993,0.18979357163265567,0.49408629976169266,0.4934759854308778,0.24373018492259815,0.3859424416193007,0.2934156042995416,0.2971372312225361
0,0.5193888544264788,0.20375683751401963,0.5681506903852601,0.5687171021817684,0.2398039922073171,0.336472236621213,0.3625576070968879,0.3900130035492428
0,0.47809579914307193,0.18148787604537706,0.530039842689795,0.530039842689795,0.2791457414294946,0.38730113748049344,0.33504264381161863,0.23348984336835416
0,0.46875284734408296,0.20212418409013433,0.49652383905513103,0.4965238390551312,0.25928259793008296,0.375005900623456,0.30601302913650447,0.25928259793008296
0,0.4324315563379788,0.20782684720231637,0.45234869400701483,0.45171235927348424,0.21349717426240436,0.30306317449008346,0.2986220124901152,0.2070141693843263
0,0.48057258059496993,0.23031775506221003,0.5080216964332566,0.5080216964332566,0.22554067591393134,0.354171813720614,0.2949059175411005,0.30232434918865114
0,0.16974277458709475,0.1518623493092462,0.15272108701766393,0.15357908792830094,0.09712671073072282,0.12486898204586946,0.1475575643576147,0.09075436326846432
0,0.2829207553500706,0.1319050708799386,0.25231392861398955,0.2515366258154277,0.11422114409002286,0.18148787604537744,0.1906203596086497,0.09349034308733897
0,0.23586232372198462,0.11332868530700327,0.2223432311434407,0.2215422699472361,0.08342160813907257,0.14323416808590794,0.15272108701766393,0.16466662155523393
0,0.33289441527332914,0.13714983814723367,0.2768738737351775,0.2776317365982797,0.13714983814723367,0.23348984336835432,0.20375683751401963,0.09075436326846432
0,0.20782684720231653,0.14583044821153954,0.16126814759612212,0.16211884947643532,0.07232066157962629,0.12927233570413948,0.1310282624064042,0.14583044821153954
0,0.20130685670503537,0.10795714150509217,0.19885085874516534,0.19803085049913471,0.07881118042428985,0.14669437915080363,0.1301506844650451,0.15956456967133845
0,0.273075920062419,0.11422114409002286,0.24686007793152598,0.24686007793152598,0.10345870836822997,0.18730909830499384,0.16466662155523393,0.11332868530700327
0,0.20130685670503537,0.10616019582839072,0.19227188764712286,0.19144646457095546,0.11154137473290751,0.15614868248993158,0.16466662155523393,0.1406311297397458
0,0.29862201249011533,0.1319050708799386,0.30232434918865114,0.3015849776207726,0.10436001532424286,0.19967019512856787,0.16211884947643512,0.08250122151174377
0,0.23428129572466586,0.13714983814723367,0.2295231582782488,0.2295231582782488,0.08434114843375096,0.14410034397375707,0.16211884947643512,0.13453089295760626
0,0.2941610385494903,0.13889199886661865,0.30674913516900665,0.30674913516900665,0.1484200051182734,0.22474227267790697,0.20457216572877446,0.14669437915080363
0,0.23507212217948364,0.1231021971339834,0.21268909341035092,0.21268909341035092,0.07232066157962629,0.16889853646181407,0.09075436326846412,0.17898265552844014
0,0.2776317365982797,0.12044615307586726,0.26620304077465684,0.26620304077465684,0.13278111123381858,0.22394323148477435,0.17898265552843995,0.16551443847757352
0,0.158711691154821,0.050693114315518165,0.142367241286922,0.142367241286922,0.07417939817425168,0.12575120530556064,0.13278111123381858,0.06578774053800315
0,0.2776317365982797,0.1327811112338184,0.2476410229145973,0.2476410229145973,0.08984070399978954,0.16805358499624995,0.17058630057553367,0.11867152971749874
0,0.2398039922073171,0.1336563848126736,0.1906203596086497,0.19144646457095546,0.06672363204290833,0.14410034397375707,0.13714983814723367,0.15956456967133845
0,0.24137631957526956,0.11600367575630613,0.21026092548319605,0.21026092548319605,0.09349034308733897,0.158711691154821,0.16381808522939492,0.11689375147149943
0,0.16211884947643532,0.08342160813907236,0.08801087732271337,0.08709470685093394,0.06578774053800315,0.1222176327242495,0.128393214768399,0.10526051065749313
0,0.2623642644674913,0.1319050708799386,0.23901690047049992,0.2382291887322507,0.07417939817425168,0.1672079189839066,0.14063112973974562,0.16296882827813972
0,0.1527210870176641,0.10616019582839072,0.12133228516752496,0.12044615307586726,0.0769610411361284,0.09712671073072303,0.13453089295760626,0.11064652008706385
0,0.28141245943818566,0.1231021971339834,0.23507212217948364,0.23586232372198446,0.10255658832509215,0.18481843699254208,0.16296882827813972,0.11064652008706385
0,0.22474227267790697,0.08434114843375096,0.21268909341035092,0.21268909341035092,0.08065790301745454,0.1612681475961225,0.128393214768399,0.1319050708799388
0,0.319907219746518,0.17227122094045313,0.30158497762077224,0.30232434918865114,0.13278111123381858,0.23190505698278277,0.18730909830499368,0.16466662155523393
0,0.2382291887322507,0.11955923505763925,0.19721016928770527,0.19721016928770527,0.08342160813907257,0.15529288440603545,0.13714983814723367,0.0980337402713656
0,0.32280787442715525,0.1747932903731629,0.2821668917636708,0.2821668917636708,0.10616019582839072,0.19309662996191332,0.19474407679251185,0.10165365372650001
0,0.2585106951515012,0.1301506844650451,0.21672298351128702,0.21672298351128702,0.08709470685093394,0.1570037488096649,0.1587116911548208,0.11332868530700327
